row,column,value
42,49,0.8837333888313869
62,36,0.5614779437366768
62,15,0.18593364087438458
12,41,0.22436917569848602
49,90,0.49384919570810026
75,92,0.9616020255748788
37,85,0.7696421638836545
94,7,0.4883096428258451
53,58,0.3377191445622171
18,76,0.5492684933484426
93,15,0.7483608334286197
17,74,0.7839285884528
66,52,0.32460879809694465
46,71,0.7211592682138772
88,0,0.6577887800361861
94,86,0.9591122919962939
31,97,0.9310902905080148
45,94,0.789379325603577
53,67,0.7233946888549284
1,35,0.27404158970427583
33,22,0.8459652560985333
2,28,0.42750570371336616
23,44,0.2722405425060447
62,56,0.3841607579534625
69,71,0.8359354900165079
36,83,0.148633215577885
47,21,0.45615874111982246
68,79,0.4923575945294897
50,65,0.0366296975988194
42,76,0.19574602954816533
63,61,0.8267424285758564
94,14,0.8307673885947606
95,76,0.292415083884248
93,70,0.8748972345979262
8,14,0.7717829390683478
90,66,0.41790748379540943
0,34,0.7484063444050378
8,1,0.9613346311948062
35,56,0.4589697180653488
81,84,0.23842717895348364
3,66,0.9418165000501558
90,10,0.6037442885632565
59,55,0.10526516248042528
11,94,0.5726828158566895
42,81,0.5005808894482987
63,86,0.8555888940755634
95,65,0.5306951897635214
23,6,0.25523243434428344
70,68,0.6756440638648885
13,48,0.5425754525355801
52,65,0.23304462826687244
29,75,0.5736278579429078
95,57,0.8215355778896861
36,74,0.028570917724010436
17,42,0.6308510386451117
40,59,0.34958519578439207
0,85,0.29267144575942416
28,64,0.39258775036111127
26,68,0.34202266424798167
30,41,0.8322391067084416
1,78,0.27479781076790055
53,77,0.7331530231065854
21,47,0.09405982022858872
50,16,0.9513963724844156
40,41,0.6223166372485518
17,16,0.7067185770445601
29,20,0.298039332094451
17,85,0.4120965687081146
75,45,0.22377838627097624
92,39,0.9325360858022239
76,73,0.4881044471013777
49,61,0.63044811565799
8,49,0.7342720305307154
26,50,0.37110609109953896
60,82,0.7201016545391412
31,47,0.6759924897563402
48,75,0.7056593338739465
34,81,0.4892299002046129
6,16,0.3829373822916171
73,47,0.22208218820898984
9,81,0.8246263528008929
51,69,0.6083500465316787
4,60,0.444352196097495
28,77,0.9439959067106114
41,35,0.04783881250703881
88,3,0.8501719452050476
94,17,0.9975825929459724
31,87,0.8869421108828673
19,49,0.8104365856156253
37,55,0.37430599340632464
72,38,0.2313141822622935
68,88,0.7348505204996011
54,22,0.3045753662885684
12,34,0.17603968215497068
59,54,0.7865258871035913
55,49,0.3125436522367222
96,73,0.9144417294873384
14,54,0.8406326448191253
99,73,0.8476403295092552
14,74,0.7715697260558262
0,91,0.8808814237747367
51,48,0.8057468921781201
25,20,0.6025113635747287
15,26,0.29582271858186315
88,73,0.888209193214149
26,29,0.8406036227731919
21,11,0.47287932221054507
10,29,0.03907868600195519
46,81,0.6385437274019135
83,73,0.05059685367658173
82,34,0.9262799618484072
95,7,0.961631256625307
75,15,0.18949014589960422
76,61,0.67638937805491
66,62,0.09226900456276277
58,24,0.7295169285731221
12,33,0.3472876661526746
53,12,0.6810501117304453
34,68,0.37287650920217785
94,87,0.14556750983323574
37,38,0.40610998050255787
98,43,0.11267352663479002
95,35,0.5768832749769458
21,66,0.040951532149479775
82,83,0.5273196795998597
24,21,0.8863686470955409
38,32,0.8378732701193627
3,54,0.8827816996264968
98,59,0.9220488021271073
38,59,0.10452788787569423
45,20,0.12874720287571306
78,15,0.5570068063131286
14,0,0.8939726684244292
73,26,0.9743494565240307
16,70,0.04626191733999996
20,87,0.35577408420066015
49,88,0.21289425465999345
12,48,0.7559658489312481
84,10,0.640193868537032
83,49,0.11988803148384541
55,71,0.4835220673649715
84,28,0.6854405223712914
33,3,0.7790053939240377
4,72,0.020052709784008527
67,43,0.8904695739838898
79,30,0.5692813829505244
3,72,0.8119091149599047
9,99,0.8079380300142834
64,88,0.18985266027096914
63,2,0.1101721202536331
37,43,0.7212872689738267
95,88,0.15642691882161908
47,84,0.8499374914047237
3,59,0.7261894838621051
98,14,0.8418253643652626
90,41,0.2990126796093461
85,74,0.31659806041056904
43,96,0.6712215563463176
10,83,0.03144595505894754
90,75,0.7264967463374227
0,5,0.8357830708546012
55,91,0.415163586604104
14,94,0.7648788300884687
95,30,0.17461091698226194
31,46,0.3222603938194847
67,3,0.9743049631104774
58,40,0.9863281735601263
74,81,0.512605053021588
30,46,0.9342697914638769
70,60,0.5227306780568546
64,26,0.2915881281611573
26,10,0.26689928809877184
8,59,0.9295057053681488
50,50,0.1724463889738591
28,63,0.5796324582018182
33,97,0.5555250680627196
91,16,0.7396216846529949
73,6,0.49924290752477474
72,55,0.2722856607081342
66,57,0.16939649963157855
56,51,0.6208188035058918
33,7,0.7189907568532331
26,35,0.5695212786820326
68,5,0.7383512771211947
87,91,0.14152120244996014
22,29,0.8824701949431355
11,79,0.5823955084085031
58,15,0.12684392689259716
1,1,0.461925204205735
7,30,0.8447917378659114
1,72,0.8975621934531601
3,3,0.2646495049987615
76,0,0.7112658247104531
54,67,0.09998524748377668
29,86,0.03354587141215781
8,12,0.5603989538199428
42,77,0.6948275793281259
14,82,0.795786731176502
44,89,0.34021623845533466
13,84,0.006525410428886991
75,17,0.4795192371113538
73,34,0.01585354537356698
83,4,0.09198451067079993
89,21,0.32668902253174836
46,3,0.4371720495601772
81,54,0.27946944122964856
61,83,0.5818652665047078
72,14,0.05534978921809519
0,51,0.1445797102395847
65,67,0.6952584007554335
6,87,0.14214085359791773
29,49,0.6397752015704224
29,63,0.054684620753365554
9,26,0.4073822791191404
3,0,0.17740947012118236
13,22,0.10963628253518642
27,48,0.5670327835012275
56,8,0.9283357720056218
77,69,0.054787047923548826
85,58,0.4215542482180342
24,6,0.7075354377454437
90,2,0.462687831687827
18,20,0.8064959461052452
68,6,0.17964531586413168
21,89,0.9595942050277405
64,82,0.3851626277725405
96,96,0.3415696329442751
31,16,0.8746057945031659
70,51,0.5638670318917666
5,72,0.5164443419028215
22,25,0.7269779195284309
15,22,0.5798342382810904
68,69,0.16251564475711533
96,64,0.6741976228649297
13,62,0.13346887928212847
32,70,0.805857705334062
20,74,0.989736597712271
7,11,0.3773876249747763
50,4,0.44475589820201256
89,62,0.04643365548281231
66,99,0.013733188082578285
35,1,0.9214193348763277
85,17,0.12862406043919206
4,34,0.44577874755947033
6,29,0.8153546238555615
4,83,0.8893187599283195
92,74,0.5193976852834676
0,61,0.5650325249759498
4,45,0.6696839724632725
53,50,0.9613824701437153
5,52,0.6026699609445051
80,40,0.5594752594563462
18,69,0.014534135265990678
2,68,0.08094970202235607
6,52,0.5771716266239962
32,5,0.9362403878072032
30,48,0.866691348399395
38,40,0.9825789229922046
84,40,0.527834037561274
4,32,0.7879309384377668
10,71,0.8404003314893405
30,3,0.6480316573308618
57,49,0.33874990421450724
33,30,0.46997843465779443
84,76,0.8579170722435677
97,15,0.29854792598216395
19,99,0.9237431312666485
97,35,0.2298063414226651
38,90,0.7495164151567807
1,80,0.6305592343457384
90,5,0.7495994411207623
47,6,0.4373475724325948
2,91,0.9326410625539846
15,80,0.6324722024114774
71,37,0.2882958045542563
39,90,0.6384550706521437
82,50,0.2868157472070312
82,78,0.2936323917598742
62,93,0.3995985116208679
10,42,0.852430417569119
34,88,0.500297874393992
99,86,0.6789008422302074
95,17,0.391967740274463
86,25,0.26360543980688145
55,83,0.9546401607162314
16,23,0.6035812471230626
85,41,0.9339513385827183
27,88,0.20341300219831504
72,70,0.14689416391293275
34,52,0.8558229071239036
43,87,0.6809172126172515
70,86,0.18657849925364134
68,47,0.26935970066353776
72,99,0.8006639415253112
44,71,0.4538686199959361
13,29,0.6705405065060909
71,98,0.3183520221360109
93,98,0.3812299527748767
75,20,0.990712558623105
2,43,0.24761708717471853
22,58,0.506456377036514
49,21,0.8444023431905322
44,1,0.23922321366585797
63,49,0.4152137566843307
59,81,0.6150912873699883
30,90,0.4811881514751025
75,47,0.45950226657031745
33,89,0.3625097313221236
49,77,0.5866463277749251
28,98,0.6243726979236103
14,92,0.6532895409013626
60,60,0.07036810790602932
75,94,0.6310341757120489
9,64,0.9532371787812328
17,33,0.5409862355280837
64,74,0.7152670825092443
61,30,0.5567323077592178
55,13,0.8547406185919787
14,45,0.9295830945975689
5,55,0.1842198992963593
50,52,0.4368600365571266
11,45,0.3923821009327213
30,17,0.40521512329927867
58,17,0.1255241812278759
50,66,0.8136157259807193
46,66,0.03576624301493525
60,98,0.5282266077271569
39,41,0.6618783880446912
93,93,0.2074694380588772
23,51,0.9058501920987956
0,0,0.8385492070247931
64,18,0.4710837294839253
43,5,0.4111489323401387
49,3,0.23656792521110004
6,69,0.7299932246449636
65,97,0.13174379963196414
23,25,0.680237753843783
64,34,0.8424569861184136
57,4,0.22847157591702372
23,30,0.8664274028987562
61,72,0.033323199439508455
15,95,0.9127873853865254
72,78,0.11836222785129802
25,66,0.6457591779380326
34,25,0.2500824689139418
31,1,0.8365523911696138
4,37,0.5123003609154665
72,13,0.13524119124650136
0,62,0.5709915713259784
56,48,0.40788261019698313
12,47,0.6614478166131011
44,55,0.8819032847634595
13,14,0.40938913118341846
13,41,0.28988067953385965
55,6,0.014515094527608796
37,81,0.5748390378598749
98,40,0.40227476743143353
92,5,0.3746492190148287
8,87,0.18293532128421253
23,31,0.4300553451912743
47,30,0.9844419535833683
87,38,0.29775415367224434
35,57,0.5997044134081002
84,21,0.7764868813156668
45,21,0.7491578231765317
47,70,0.32877428749259074
5,31,0.6108600835168504
33,92,0.8712646852701572
96,90,0.015447427733077945
69,27,0.43573435684330764
21,52,0.22427341824190528
33,58,0.38863229039883895
32,17,0.41598960797524165
65,2,0.746670964786637
44,51,0.09382187239544315
67,82,0.5125839031325105
37,39,0.5641947917987453
61,7,0.4941576035518044
20,72,0.7318732530627201
39,84,0.3837912559068474
57,32,0.9449670636400761
38,43,0.48180344253894136
62,43,0.5712139096147976
16,3,0.8255308233467494
69,80,0.27523610593112247
51,18,0.07520202876280246
84,24,0.7077839783624825
73,98,0.48301185554837867
74,95,0.8965042509589948
78,10,0.9826800487224341
58,83,0.3991093505747292
33,73,0.41543901625966084
71,10,0.40796260220572644
3,1,0.32455410973092613
48,57,0.7816870977663974
18,14,0.7589957624907276
58,16,0.47864487055052485
84,52,0.04466121637889875
49,11,0.3095593015130734
50,71,0.2923030465548375
68,15,0.8110872462002584
87,10,0.08757557341617472
85,60,0.8056753790427041
74,86,0.669183652199143
41,83,0.7324414591304492
11,78,0.4322131875850235
84,60,0.6797257960017582
73,87,0.6090289447069158
57,87,0.7689801952286295
92,16,0.44676983446825214
34,47,0.4728256248963024
87,33,0.6435762227398202
46,36,0.1080774936663883
83,16,0.4362444483643173
8,0,0.9719508452598056
62,60,0.03755232006004561
16,65,0.3160047228663938
23,41,0.31410981908937075
29,87,0.6334641192357726
45,60,0.1058003594241399
67,5,0.6285440308788611
61,91,0.09504024065161942
3,18,0.09495364741833101
1,85,0.7281833571884823
0,49,0.32413517383279633
99,15,0.9774229477137478
31,79,0.03735293643555493
47,95,0.4451066637179941
23,28,0.11313593767402363
67,54,0.35137896675810865
29,35,0.9982224506090506
83,86,0.8888425117385318
55,11,0.048324408855396905
47,65,0.5632558438256834
88,90,0.6478223048244357
20,76,0.20953462395012568
96,82,0.14510557339645025
40,45,0.9043811346655234
34,91,0.9688164414833766
82,64,0.9918928573196418
26,58,0.7897617737346345
90,11,0.6635020694052571
44,74,0.3457302521929979
20,85,0.17139831232475244
60,9,0.0789805993662317
54,74,0.693297468551492
36,0,0.7847234151793583
16,75,0.82645365245498
44,76,0.9137650033037986
38,44,0.8799295636383736
61,61,0.9997412722580926
44,77,0.24406401096725128
87,95,0.7633076152122106
19,81,0.5864595123747977
67,69,0.2612451324535824
18,57,0.9819053222869428
77,5,0.8978981047742521
33,98,0.12851566844411644
2,41,0.026158342323419848
46,76,0.6883307623326769
51,41,0.6041306288565351
30,31,0.9358156241111459
90,48,0.23400528716036983
75,99,0.08438794789498705
71,74,0.25921533377198647
33,18,0.01892764051146345
48,91,0.035892751188932426
91,48,0.9148578059207596
87,22,0.3520165825018783
30,13,0.41080900100968065
71,27,0.01837165453810441
86,36,0.2705217801718466
83,82,0.804725983741431
28,59,0.6154909596667192
37,6,0.7537806010864153
47,0,0.44721374079378506
2,26,0.30972922175133
65,19,0.4828100933283703
68,21,0.32307106840575117
49,50,0.838971096674068
34,33,0.2976737155928457
19,30,0.6597636404530838
64,87,0.13698222230952783
76,91,0.6868664937349099
60,13,0.9132997116000338
98,57,0.6085831546399083
0,94,0.5598553800344772
51,32,0.9611182680216402
0,63,0.6273965553158464
51,22,0.2595504332730826
27,60,0.2923910238477404
75,11,0.7053066425359272
99,87,0.7354365938921863
79,32,0.3034962317890152
73,29,0.3453439779263302
96,33,0.991056508739087
39,69,0.10195254958027744
65,9,0.4046450284400993
74,85,0.062447531197507455
42,7,0.821078361998241
14,75,0.09234583894543225
14,33,0.6740073564627111
98,48,0.05648342400348205
40,93,0.6728550378096911
72,46,0.8430369469277033
18,86,0.39882152692405737
17,12,0.5221264934321769
97,43,0.4015417380052825
80,60,0.3004887586326389
14,26,0.8032634006271282
20,26,0.2720025737309897
14,87,0.722943424389447
82,72,0.20619707925520225
79,33,0.24985379607832958
1,73,0.33646116257721226
57,98,0.5891563773937882
5,56,0.4544223191595411
13,98,0.7451448098278204
86,57,0.2135673003361923
18,85,0.010672287848834117
50,68,0.77655747178522
16,15,0.8216493338800724
98,50,0.05948016310838955
36,76,0.6109075221583965
85,90,0.37820678387307793
23,80,0.7938956551945168
92,23,0.8744145541964785
86,5,0.8510037667972491
19,35,0.7772042473508521
53,76,0.26905222874216295
46,89,0.8118896435683167
50,8,0.5334784759062927
35,3,0.05275661483209082
34,66,0.45693884989824896
72,89,0.9421579170299933
93,74,0.8878593497355527
68,28,0.10226428099711604
72,48,0.7441266857143702
50,35,0.8057928659582347
42,38,0.2713881882367648
62,72,0.4716085707410923
24,58,0.7109879414636829
23,0,0.4390414888211479
53,14,0.11279691886657695
84,16,0.7058824446817216
10,23,0.9116386897353035
63,90,0.6524847284061576
6,94,0.7738007485690339
81,3,0.3583625356578285
14,58,0.18319824512663485
50,55,0.6427736616182925
8,93,0.3277712058412189
18,16,0.8600735189897928
89,7,0.12262804997800658
83,59,0.4334636997331237
72,86,0.39672760046838584
75,44,0.9380538535539297
6,56,0.15313480060440388
12,93,0.009846825012010951
48,56,0.23808521280711759
16,62,0.8202768597686545
86,22,0.20932181604701705
93,99,0.2408780637054827
78,75,0.1298988045368108
83,11,0.7154362032765404
1,60,0.06917419050541718
90,50,0.3312083023285216
16,25,0.28249872662096454
22,41,0.5551597297901548
21,55,0.7304162650197356
27,56,0.5328764346967474
60,83,0.9310259929750676
72,58,0.9514426388873319
12,86,0.3614653284985154
27,77,0.7776803762748927
68,59,0.7388013832681897
80,11,0.8929645917048273
62,87,0.4479436402077033
35,82,0.5304731871977922
18,28,0.415774313581574
64,99,0.8503769192997056
3,87,0.22970231536213437
8,66,0.2397090782424447
20,28,0.37260510357707977
35,75,0.23034283210235118
60,22,0.5610068364149208
39,22,0.1344901064955023
21,60,0.32018621940405534
82,7,0.91344469847559
32,9,0.40922548019179594
2,62,0.7482337164935092
12,24,0.11346219170657401
97,69,0.24756450814178466
15,91,0.8073456212003686
56,11,0.7629929362896941
7,81,0.38615591859382115
5,58,0.9543969020334743
79,48,0.9106430158345454
9,33,0.9623007491122398
61,89,0.4279146901877854
2,17,0.19747358368568302
92,24,0.626658639091341
6,37,0.6847731582791985
76,82,0.12544178445052
86,2,0.7864830342959059
8,16,0.018060219759960527
31,66,0.48272838747678337
78,82,0.3310162594948949
15,73,0.7403030598990841
52,22,0.31276072742181593
15,74,0.8268071127810328
65,83,0.5949534887808106
91,18,0.793893361762072
62,50,0.9893406378396238
20,61,0.6791583457435568
63,5,0.9849503163616441
91,2,0.028836326921705346
16,47,0.33813998848380844
8,77,0.10785326456230915
49,63,0.26230493138443955
69,1,0.8388878991257744
67,2,0.03232326532609031
38,46,0.5201829357323937
77,70,0.567128707532373
55,33,0.5611511466719561
79,82,0.4752970738232557
15,3,0.7906029647697553
28,67,0.13354308950555116
95,94,0.3105770155507873
67,40,0.6157260534451727
45,2,0.6909513662679558
52,2,0.4041484317770563
11,11,0.8753712633272331
1,48,0.41549339669591434
13,17,0.40277613434833315
50,0,0.036207261487384956
35,18,0.5511413361947338
96,78,0.7086808385119051
83,33,0.1144381635168481
10,64,0.30543276608787084
13,43,0.7812569537828522
72,8,0.3659194354135754
54,12,0.24160246204003988
81,88,0.6722006635651122
51,58,0.19675877767165562
2,57,0.8956529195831768
3,81,0.10559839602614096
98,20,0.7065498022828269
28,51,0.4995487012863752
48,2,0.8699295623969936
61,65,0.1261950910262366
39,13,0.6778949184960879
17,70,0.5720546391813814
10,21,0.4800901422400464
69,15,0.4914072634326684
26,17,0.7219769617985308
84,83,0.9377416549348221
40,69,0.09125165911904809
95,43,0.01950264761052023
20,24,0.8057047924812035
45,30,0.10816938755075933
3,55,0.9866967960804238
3,37,0.6193482489588372
91,81,0.6508663952541407
31,53,0.1988917029380174
8,98,0.24031231029667444
47,4,0.6593503030992501
94,78,0.909726837934197
28,87,0.9823905545175666
28,78,0.19803094663109366
68,17,0.13411962270979016
8,68,0.05640135776079047
4,47,0.8682970181613279
69,38,0.29471484685646876
55,16,0.0018120338692516613
87,31,0.22381808605642883
83,6,0.3404410800994184
70,41,0.9909861694966853
77,44,0.5235415938570817
61,4,0.2047139475951013
64,57,0.33481834471345107
22,75,0.33030768755687845
2,45,0.019725746463175486
9,97,0.13518305417143006
18,3,0.6951964597032112
45,11,0.12025098657073463
94,50,0.23073427660611878
93,13,0.3507372984043088
23,66,0.7577349445022937
1,15,0.5824009648679398
8,64,0.6889999849885683
76,3,0.5670123254201722
10,4,0.683592425221869
60,16,0.0028421536639724465
51,31,0.9308981443714295
23,16,0.11092023087480651
9,56,0.40624909597690484
32,85,0.7710383702448548
2,58,0.4352307180094239
6,53,0.9468425516675159
86,70,0.46758894849876675
97,88,0.8749394056026714
88,74,0.8108281133622709
15,96,0.9809863027986832
17,92,0.9265477807509754
72,16,0.8981238347128787
58,23,0.7316043405194683
67,84,0.3669981472682208
74,2,0.10612541856490243
73,24,0.68864505226439
89,54,0.9786540813379649
71,47,0.726604437331869
7,21,0.9287293692773355
0,75,0.8043047129555168
14,44,0.16311467511667876
38,81,0.2492037705912873
60,86,0.34186560176235037
39,82,0.16826044433800413
17,24,0.5816513326730067
71,87,0.9754505241349513
36,22,0.7614588334361586
67,37,0.4233867490674619
91,97,0.004504480980288661
89,99,0.3132760111381787
65,99,0.5267592876922153
23,73,0.3242508738519706
83,13,0.11103492302385953
1,31,0.44276495686189454
21,39,0.2532528169657162
85,66,0.9092323764615015
94,31,0.10175452850101574
41,19,0.04915262872471038
13,77,0.005314169154862047
96,48,0.32806968448565776
82,47,0.6603868382008886
96,14,0.7304137528817927
57,19,0.4532616833817231
71,91,0.6843286504552667
45,97,0.35991403621536344
32,73,0.6678062199866169
49,79,0.040595985302373405
17,30,0.39075298456700414
46,67,0.7908496776331791
13,5,0.8030060304590013
34,39,0.7161487788756946
25,30,0.20423862056986442
99,11,0.24720511893063324
28,50,0.9960887272645123
84,97,0.10337800720195989
21,9,0.18066269890240938
49,46,0.1300262556501326
32,53,0.3276549636836156
76,10,0.21017583523392336
68,67,0.4976879595477721
10,94,0.4760207068801199
71,16,0.9015056194513031
74,4,0.03473994744478148
86,91,0.31987957666776334
39,88,0.5966578919970902
58,57,0.6048017618439638
97,62,0.4801262290142092
78,24,0.8156655408146337
93,54,0.0627221714144588
14,39,0.8154877655801359
38,21,0.4947542404357036
54,54,0.13376069507700217
79,53,0.8857019135404777
85,89,0.6492287795409635
23,40,0.16354568682413928
85,34,0.03364972339902661
55,24,0.14110964833264927
64,24,0.6087979601803936
96,86,0.17929623526004845
69,13,0.2257630748750281
88,66,0.02513972575631418
56,74,0.7229306722386036
74,99,0.8103643997594371
1,19,0.7968481767721232
71,48,0.12756815136428423
10,47,0.9033011273887593
86,78,0.67227882947408
93,17,0.8975286223768645
74,28,0.4471605045306636
17,62,0.43695486108369774
13,52,0.7845365186848953
45,22,0.09329785547674352
41,17,0.5208740366348857
20,10,0.8363842356312257
5,7,0.8301925630695713
94,42,0.956132856342369
76,55,0.6982725935305465
66,71,0.20777062943972835
77,81,0.02028031489458082
8,9,0.47941579862710193
93,51,0.5137038656225555
77,30,0.24026258449893145
66,93,0.1246974471236032
94,5,0.586208166190509
4,53,0.7642556740241413
40,4,0.9931541035901605
6,76,0.7583026172105185
92,40,0.793632414255581
34,61,0.6164608782287975
10,0,0.9859226589700177
76,37,0.6399563851145704
99,89,0.8602532863997043
8,37,0.9457846462409557
80,37,0.929858500500561
93,0,0.3814153437833565
39,92,0.07866205831425865
49,39,0.17187370253924683
85,57,0.05922330539660747
70,48,0.10539693482914003
2,48,0.18465124589369764
